"Geneid"	"Length"	"gene_name"	"description"	"time_effect_donor7"	"time_effect_donor13"	"AveExpr"	"F"	"P.Value"	"adj.P.Val"
"ENSG00000131069"	5385	"ACSS2"	"acyl-CoA synthetase short chain family member 2 "	3.67115237080782	4.72005089198935	6.72395738340131	276.487847078942	1.7422351048146e-23	6.70728838351717e-21
"ENSG00000129596"	2189	"CDO1"	"cysteine dioxygenase type 1 "	5.87745834199066	6.61858665374076	3.82703571065952	274.744211277109	1.95116958776636e-23	7.37751158060089e-21
"ENSG00000217624"	735	"AL627402.1"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide (YWHAZ) pseudogene"	-4.72790784260801	-4.31871881459751	1.92427315030197	271.625466403748	2.11167247876192e-23	7.84430755531664e-21
"ENSG00000135424"	6373	"ITGA7"	"integrin subunit alpha 7 "	4.8560906661424	5.98431014164644	5.93915032090042	271.889488932226	2.35212673836078e-23	8.58688475138813e-21
"ENSG00000168004"	3268	"HRASLS5"	"HRAS like suppressor family member 5 "	10.9208083822079	11.7761186926102	1.91490612467109	270.158133465626	2.6367898393106e-23	9.46294712840045e-21
"ENSG00000123689"	866	"G0S2"	"G0/G1 switch 2 "	7.71089561872913	8.78855047980929	4.90061592880026	269.541771230962	2.74669270078117e-23	9.64284778054093e-21
"ENSG00000167676"	6502	"PLIN4"	"perilipin 4 "	12.0722743241657	12.2037745272281	6.06606512091455	269.370934983766	2.77799997455841e-23	9.64284778054093e-21
"ENSG00000119673"	2393	"ACOT2"	"acyl-CoA thioesterase 2 "	3.8751991568138	5.00134208113578	4.77392975891389	267.435239707418	3.160154574376e-23	1.07924375738448e-20
"ENSG00000224578"	1924	"HNRNPA1P48"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene 48 "	-3.53104559553785	-4.57413089884161	5.80161908626642	264.602324684571	3.82221735296214e-23	1.28462905129556e-20
"ENSG00000100077"	9303	"GRK3"	"G protein-coupled receptor kinase 3 "	4.52986621259204	4.21047366180944	5.10926530943025	264.21752974999	3.92282984623394e-23	1.29784373693996e-20
"ENSG00000132170"	4535	"PPARG"	"peroxisome proliferator activated receptor gamma "	3.59157314608308	3.96095465429036	6.34013458877465	263.745108396776	4.05017860631704e-23	1.3193612586178e-20
"ENSG00000182902"	4741	"SLC25A18"	"solute carrier family 25 member 18 "	8.73928405217906	7.96843247563279	-0.181489040579948	262.822913468144	4.3114695321252e-23	1.38319781626089e-20
"ENSG00000150907"	6232	"FOXO1"	"forkhead box O1 "	4.8519565174796	5.65779972508827	5.0350518803394	262.296592542	4.46849241884724e-23	1.40069066075605e-20
"ENSG00000130208"	1231	"APOC1"	"apolipoprotein C1 "	11.0477450912199	9.11165260834472	2.00519757784652	262.19888746517	4.49829814543362e-23	1.40069066075605e-20
"ENSG00000184601"	3036	"C14orf180"	"chromosome 14 open reading frame 180 "	9.85115726733811	11.3209162540362	-1.36756837697143	260.623754882302	5.00878878279129e-23	1.53704483604091e-20
"ENSG00000124097"	636	"HMGB1P1"	"high mobility group box 1 pseudogene 1 "	-6.36338385068554	-6.04755438269207	2.07099646656051	257.929794112213	5.49097585381402e-23	1.66094175326654e-20
"ENSG00000181092"	4613	"ADIPOQ"	"adiponectin, C1Q and collagen domain containing "	14.5732896767774	14.8582505611603	5.18174859065805	258.501679631351	5.79488784636632e-23	1.72818246843606e-20
"ENSG00000184678"	2194	"HIST2H2BE"	"histone cluster 2 H2B family member e "	3.28461605613929	4.26017943541926	3.97621344619609	256.341873250691	6.21345335899854e-23	1.82727307532549e-20
"ENSG00000172137"	1703	"CALB2"	"calbindin 2 "	8.82227211597318	9.65321351349277	-1.38861481633233	256.50687351405	6.65277847810742e-23	1.92741417562106e-20
"ENSG00000170153"	11007	"RNF150"	"ring finger protein 150 "	6.96364726847476	6.75209664532339	3.13617432411055	256.327893934592	6.73602762803242e-23	1.92741417562106e-20
"ENSG00000091129"	8193	"NRCAM"	"neuronal cell adhesion molecule "	9.1162753192088	9.9643375092531	4.75926637915713	255.877076555163	6.95061226361726e-23	1.96229685426442e-20
"ENSG00000009950"	4815	"MLXIPL"	"MLX interacting protein like "	10.9481835849078	12.4255223019741	2.02373337979994	253.69915167094	8.09346038337187e-23	2.25198358154746e-20
"ENSG00000189221"	5528	"MAOA"	"monoamine oxidase A "	6.15205600272343	5.8888036367129	5.709345237294	253.531242614719	8.18941795499928e-23	2.25198358154746e-20
"ENSG00000157514"	4766	"TSC22D3"	"TSC22 domain family member 3 "	5.40262107026478	5.11811593678385	5.53527656234272	251.595291474091	9.38642489487072e-23	2.54805334261529e-20
"ENSG00000093144"	5678	"ECHDC1"	"ethylmalonyl-CoA decarboxylase 1 "	2.46392678603942	3.61225999657196	7.71967718890246	250.013948313254	9.7880205166421e-23	2.62343729644785e-20
"ENSG00000163814"	6507	"CDCP1"	"CUB domain containing protein 1 "	-5.74830895994158	-6.17471500281574	0.881402453215746	250.034157802678	1.04854235561101e-22	2.77522947971343e-20
"ENSG00000134962"	6082	"KLB"	"klotho beta "	12.5995074090882	12.5218759065031	1.33675817426352	248.944581540547	1.13321534745805e-22	2.96230886013293e-20
"ENSG00000213740"	1160	"SERBP1P1"	"SERPINE1 mRNA binding protein 1 pseudogene 1 "	-4.10097621966146	-4.81983467897746	1.70794575949348	246.492640556502	1.19921303269012e-22	3.09660204319276e-20
"ENSG00000134824"	11026	"FADS2"	"fatty acid desaturase 2 "	4.7814523460469	5.79473345266218	7.6895782716244	246.600380805717	1.34073007458349e-22	3.42031549388322e-20
"ENSG00000249353"	830	"NPM1P27"	"nucleophosmin 1 pseudogene 27 "	-2.68879808797421	-3.24340737370583	4.17178428532499	241.841186101475	1.68379511485524e-22	4.24436640023153e-20
"ENSG00000158769"	5066	"F11R"	"F11 receptor "	6.79643930527144	4.8072729301847	1.14356981171544	243.255790124856	1.70867094451049e-22	4.25639983283119e-20
"ENSG00000257195"	928	"HNRNPA1P50"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene 50 "	-6.77552770580424	-4.81666515676992	-0.898418629366059	239.067930818783	2.06738612055445e-22	5.090096943793e-20
"ENSG00000230383"	862	"AC009245.1"	"ribosomal protein L6 (RPL6) pseudogene"	-4.20532432325982	-4.74050054362282	5.09654005278323	239.839483459796	2.19598216841778e-22	5.34456625679058e-20
"ENSG00000196616"	10777	"ADH1B"	"alcohol dehydrogenase 1B (class I), beta polypeptide "	10.9958576544533	10.887432034894	7.4515028032492	238.690350878684	2.39114636463657e-22	5.75342421872895e-20
"ENSG00000149948"	15403	"HMGA2"	"high mobility group AT-hook 2 "	-3.03660829001636	-4.29107925256583	4.40419545281747	236.957185851986	2.72075658338687e-22	6.47295504456558e-20
"ENSG00000103723"	9108	"AP3B2"	"adaptor related protein complex 3 subunit beta 2 "	7.44491662457008	6.56113407023584	1.11023307025681	236.417797440339	2.83283469452582e-22	6.66471575798774e-20
"ENSG00000112936"	5223	"C7"	"complement C7 "	13.5131136504899	7.325254264412	1.89583884177407	236.037143544673	2.91484705276076e-22	6.78230455990729e-20
"ENSG00000158571"	2058	"PFKFB1"	"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 "	8.22702721365035	8.94783429327543	0.210981868881097	235.696812737386	2.99028792946754e-22	6.88221267592888e-20
"ENSG00000018625"	6298	"ATP1A2"	"ATPase Na+/K+ transporting subunit alpha 2 "	11.9626569433028	10.8442178163371	0.804550574962356	235.366110731069	3.06556466610574e-22	6.92315696328119e-20
"ENSG00000166123"	6354	"GPT2"	"glutamic--pyruvic transaminase 2 "	3.84197591939867	4.34929736497191	5.29390295043457	235.331873842148	3.07347102365369e-22	6.92315696328119e-20
"ENSG00000078269"	12493	"SYNJ2"	"synaptojanin 2 "	-3.09781440190135	-3.56924588428549	4.21787472714148	234.373762593171	3.29159220273644e-22	7.33643929481489e-20
"ENSG00000010319"	5011	"SEMA3G"	"semaphorin 3G "	9.03347884962265	8.57331082548895	2.19505830039835	234.137398575849	3.36319000730375e-22	7.41793595985933e-20
"ENSG00000175445"	4383	"LPL"	"lipoprotein lipase "	14.7851234107793	15.247123874983	4.35710590404429	233.779032324136	3.45561101353785e-22	7.4595111040133e-20
"ENSG00000146859"	2313	"TMEM140"	"transmembrane protein 140 "	3.73577755109244	3.99024294611413	4.0638014104704	233.728291592187	3.46891124607682e-22	7.4595111040133e-20
"ENSG00000214821"	567	"HMGB1P4"	"high mobility group box 1 pseudogene 4 "	-7.07948831147522	-6.3462551394036	-1.30057689848502	232.109218148751	3.49427841876437e-22	7.4595111040133e-20
"ENSG00000243961"	1036	"PARAL1"	"PPARG activating RBM14 associated lncRNA 1 "	8.51764228766672	8.63522899154899	-3.50844120300979	233.524187258485	3.52295792198607e-22	7.4595111040133e-20
"ENSG00000135744"	2291	"AGT"	"angiotensinogen "	10.0095836548843	9.2178268389329	1.82428156104291	229.497428115406	4.79174338861744e-22	1.00455816347115e-19
"ENSG00000213080"	1097	"AL354714.2"	"spermine synthase (SMS) pseudogene"	-5.47977959881821	-5.15753915508773	0.326765312303039	227.368544675079	5.03830082032029e-22	1.0458919761712e-19
"ENSG00000277737"	1042	"FP325317.1"	"aquaporin 7 (AQP7) pseudogene"	9.11045881186684	8.12965767825785	-0.242981519542019	228.488558629539	5.17966064258549e-22	1.06479742180685e-19
"ENSG00000151365"	1174	"THRSP"	"thyroid hormone responsive "	13.2786354371263	14.1998341833846	2.017261908972	227.890477762979	5.42510820323909e-22	1.1045311643787e-19
"ENSG00000111684"	4725	"LPCAT3"	"lysophosphatidylcholine acyltransferase 3 "	3.48661072608679	3.9637022619692	7.23297076569058	226.366972912036	6.10728834613257e-22	1.23157831848582e-19
"ENSG00000213846"	2452	"AC098614.1"	"tropomyosin 4 (TPM4) pseudogene"	-2.94829628466464	-3.22853109306327	4.07804697643941	224.55071384438	6.28352700761499e-22	1.25516415904943e-19
"ENSG00000087085"	3783	"ACHE"	"acetylcholinesterase (Cartwright blood group) "	7.71858616691106	10.8397718890172	-0.736586754472721	225.499884718374	6.53533333487152e-22	1.29326306572495e-19
"ENSG00000186458"	2121	"DEFB132"	"defensin beta 132 "	5.46420717995446	7.41455583184003	-4.06588616619185	221.231854121456	8.17730670411026e-22	1.60320640882251e-19
"ENSG00000110090"	6565	"CPT1A"	"carnitine palmitoyltransferase 1A "	-2.29201813823699	-2.26807751894387	4.46386326097195	220.823305128325	8.4489493538968e-22	1.64126654696707e-19
"ENSG00000280087"	5594	"AC011481.3"	"TEC"	9.49312657961258	8.71290280483276	-1.06660005046193	220.831140037801	9.45120528032147e-22	1.81927109641388e-19
"ENSG00000224389"	7174	"C4B"	"complement C4B (Chido blood group) "	5.86394205428328	5.26860325978949	1.85380002740042	220.235941615666	9.91143559922524e-22	1.89067330971167e-19
"ENSG00000203878"	2837	"CHIAP2"	"chitinase, acidic pseudogene 2 "	6.64539097685353	8.91886550529246	-2.93370937809244	219.328166461355	1.02159353079065e-21	1.93135905544297e-19
"ENSG00000135447"	3982	"PPP1R1A"	"protein phosphatase 1 regulatory inhibitor subunit 1A "	10.0605342170814	11.2275678206591	0.501631817299711	219.607812577072	1.04227940695577e-21	1.95302868698067e-19
"ENSG00000138796"	12086	"HADH"	"hydroxyacyl-CoA dehydrogenase "	3.0446998105792	3.3720332493867	6.12156780529583	219.173430594266	1.07926099692136e-21	1.98742095393748e-19
"ENSG00000140598"	4740	"EFL1"	"elongation factor like GTPase 1 "	-2.31387901981684	-1.76220513436471	4.61000578076215	217.782967014344	1.07940592095405e-21	1.98742095393748e-19
"ENSG00000176974"	7281	"SHMT1"	"serine hydroxymethyltransferase 1 "	3.40936600603108	4.80011834120931	4.92430329864292	218.884019349247	1.10466484371104e-21	2.01639425868427e-19
"ENSG00000166821"	3171	"PEX11A"	"peroxisomal biogenesis factor 11 alpha "	3.58957705828445	3.67724286256222	4.2504396215297	218.496485303419	1.13967112309777e-21	2.06251250944206e-19
"ENSG00000181458"	6005	"TMEM45A"	"transmembrane protein 45A "	4.34191773140765	2.68841862464802	6.18201202512379	217.184755431505	1.2670825957279e-21	2.27366160016463e-19
"ENSG00000187999"	924	"HNRNPA1P61"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene 61 "	-7.26916543035005	-6.78909713481139	-1.44883830227337	214.352681025387	1.42844062487772e-21	2.54166401606394e-19
"ENSG00000261701"	1924	"HPR"	"haptoglobin-related protein "	8.87718565372784	8.98963881419492	-0.659570582193445	215.535333530707	1.44891537907858e-21	2.55661118638415e-19
"ENSG00000218418"	5914	"AL591135.1"	"Rho GTPase activating protein 21 (ARHGAP21) pseudogene"	-3.9138187851586	-3.42908205080898	3.26840236322648	213.398159523158	1.5453911089627e-21	2.68395722449943e-19
"ENSG00000135917"	7738	"SLC19A3"	"solute carrier family 19 member 3 "	7.92759186825777	7.90907700219876	3.26660119206478	214.73827645919	1.54643799654732e-21	2.68395722449943e-19
"ENSG00000260290"	1402	"AC092115.1"	"non-POU domain containing, octamer-binding (NONO) pseudogene"	-2.65515646346864	-2.77840634100069	2.73701190782748	212.960939400615	1.60228489268076e-21	2.74319075258746e-19
"ENSG00000220157"	961	"HNRNPA1P12"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene 12 "	-7.03903774487572	-7.38430273592345	0.832075414530267	213.763078079783	1.60647800756043e-21	2.74319075258746e-19
"ENSG00000119280"	5161	"C1orf198"	"chromosome 1 open reading frame 198 "	3.37035917986148	4.0574498340626	5.45557033673177	213.544858273031	1.70557402398244e-21	2.88910595070433e-19
"ENSG00000243955"	1019	"GSTA1"	"glutathione S-transferase alpha 1 "	9.38621449833004	8.32418066492149	-2.51670077038742	213.221193326313	1.75164002428802e-21	2.94358935510116e-19
"ENSG00000163884"	2848	"KLF15"	"Kruppel like factor 15 "	9.35719021034324	10.3892690812314	2.16994417747107	212.937180828674	1.79314107919683e-21	2.9896038748751e-19
"ENSG00000012223"	4247	"LTF"	"lactotransferrin "	10.6326810236459	10.9694590406291	-2.94382459916069	212.743667350258	1.82200978007416e-21	3.01400274088204e-19
"ENSG00000182118"	2394	"FAM89A"	"family with sequence similarity 89 member A "	4.74264703841888	6.17528921038055	1.96727932824774	212.611397266758	1.84202316478402e-21	3.02348825512688e-19
"ENSG00000235082"	304	"SUMO1P3"	"SUMO1 pseudogene 3 "	-4.0313049104335	-4.06151501391458	0.495821600297247	211.050880975141	1.87794024105468e-21	3.05777355799227e-19
"ENSG00000174804"	7383	"FZD4"	"frizzled class receptor 4 "	3.47499016331603	4.37627564455426	8.37357168592081	212.288910124256	1.89179340746664e-21	3.05777355799227e-19
"ENSG00000131771"	4554	"PPP1R1B"	"protein phosphatase 1 regulatory inhibitor subunit 1B "	11.6780479963613	11.23807641676	1.70755876644278	212.18038721955	1.90885859009332e-21	3.06198271110878e-19
"ENSG00000003147"	4891	"ICA1"	"islet cell autoantigen 1 "	8.63679824958418	9.55759329043159	-0.796207220372436	212.038909606891	1.93134947516254e-21	3.07476645015727e-19
"ENSG00000246022"	2719	"ALDH1L1-AS2"	"ALDH1L1 antisense RNA 2 "	6.51402833679972	6.85792916931775	-2.51567814972839	208.345934029052	2.35667343185944e-21	3.72389576464118e-19
"ENSG00000115884"	3595	"SDC1"	"syndecan 1 "	-4.29186212261218	-4.19573526295213	2.8184638791458	209.425105853553	2.40109663827096e-21	3.76598668287032e-19
"ENSG00000171227"	2292	"TMEM37"	"transmembrane protein 37 "	7.5699934349949	7.84739213634195	0.601579929978246	208.882303502061	2.51292711861356e-21	3.87633741580625e-19
"ENSG00000283047"	749	"FRG1FP"	"FSHD region gene 1 family member F, pseudogene "	-6.36473093889713	-5.64472389904907	0.432335423039611	207.582958657581	2.51378520455319e-21	3.87633741580625e-19
"ENSG00000215199"	738	"YWHAZP6"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 6 "	-6.152285921753	-6.67200817181805	-1.40515107659505	207.524006814196	2.52637462634014e-21	3.87633741580625e-19
"ENSG00000154608"	4587	"CEP170P1"	"centrosomal protein 170 pseudogene 1 "	-4.55488037318748	-4.83611863185413	3.96526791353226	208.600320897051	2.57317311350728e-21	3.91973866945346e-19
"ENSG00000130066"	2498	"SAT1"	"spermidine/spermine N1-acetyltransferase 1 "	3.08906127491956	3.06296257991689	7.9092957459431	207.959945897429	2.71570567118045e-21	4.10731084868391e-19
"ENSG00000064886"	3295	"CHI3L2"	"chitinase 3 like 2 "	10.3329996855687	9.38974069313895	4.42744001387184	207.350780955523	2.85901628687759e-21	4.29339084101746e-19
"ENSG00000115425"	3182	"PECR"	"peroxisomal trans-2-enoyl-CoA reductase "	2.77883989928969	4.12045722866787	3.69676889771762	206.489825298793	2.95133312542524e-21	4.40081180265873e-19
"ENSG00000248966"	2752	"BCLAF1P1"	"BCL2 associated transcription factor 1 pseudogene 1 "	-7.36526231526879	-7.03293521435243	0.200636200672065	205.196740698134	3.08035753241692e-21	4.56108324415356e-19
"ENSG00000237285"	960	"HNRNPA1P2"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene 2 "	-6.39708974359462	-5.56439058807002	-2.26087516882894	204.872050415127	3.16726812508271e-21	4.64761993046215e-19
"ENSG00000165269"	5253	"AQP7"	"aquaporin 7 "	11.496632367085	10.40182144178	4.36436840332507	206.085574548995	3.18269996182588e-21	4.64761993046215e-19
"ENSG00000198624"	4993	"CCDC69"	"coiled-coil domain containing 69 "	4.05731049116219	5.38839402639411	6.37391282506315	205.779757745396	3.26658323549026e-21	4.73744064577197e-19
